,MedHouseVal
0,-0.9011890855836365
1,1.5127714028374146
2,-0.2992125538956926
3,-0.9842203313336976
4,-0.9574081582269073
5,0.4982333688288539
6,-0.43154360180985274
7,2.5325075387934524
8,-0.5829026435417352
9,0.9376070442562613
10,0.21367837037291473
11,-0.4133805168020267
12,-0.9617327022763895
13,-0.1703411412211184
14,0.1963801941749853
15,-0.7740474905288552
16,-0.32515981819258677
17,-0.6607444364324175
18,-0.43067869299995615
19,-0.9781659696644226
20,-1.1632564549822675
21,2.5325075387934524
22,-0.9634625198961825
23,-0.9487590701279424
24,-1.1104970175785824
25,0.7334885651206938
26,-1.4244589155710015
27,-0.1703411412211184
28,0.09518586341709818
29,-1.0352499511175894
30,-0.5266835708984644
31,-0.6036604549792504
32,0.6011575172065338
33,-0.23088475791387142
34,-0.44884177800778213
35,0.5951031555372583
36,-1.1364442818754767
37,-0.3424579943905162
38,0.7481920148889338
39,0.15745929772964418
40,2.5325075387934524
41,0.144485665581197
42,-1.0196815925394531
43,0.7551112853681056
44,-0.09855370999971133
45,-0.34072817677072326
46,-0.5993359109297681
47,-0.41511033442181966
48,-1.1252004673468226
49,-0.29488800984621016
50,-0.22050585219511376
51,0.5060175481179221
52,-0.9556783406071141
53,-0.37186489392699623
54,0.37022686496417606
55,1.9677134368429585
56,2.5325075387934524
57,-0.9911396018128694
58,0.3010341601724583
59,0.23876072585991234
60,-0.33207908867175856
61,-0.4566259572968503
62,-1.23850352144326
63,-1.1001181118598249
64,0.9946910257094282
65,1.4115770720795275
66,-0.22396548743469966
67,-0.8043192988752318
68,-0.8190227486434718
69,-0.42462433133068095
70,0.6098066053054987
71,-0.45835577491664325
72,-0.883890909385707
73,0.6859185805763882
74,-0.14698860335391375
75,-1.2462877007323285
76,-0.1495833297836031
77,-1.2981822293261167
78,0.6478625929409434
79,1.2351356748606472
80,-0.2879687393670384
81,0.10037531627647721
82,0.15399966249005828
83,-0.916757444161773
84,-0.36754034987751383
85,-0.6503655307136599
86,0.3313059685188349
87,0.4065530349798277
88,0.8156549020608588
89,-0.16169205312215368
90,-0.2006129495674948
91,-0.9115679913023942
92,0.11680858366450989
93,2.5325075387934524
94,-0.04319954616633732
95,1.5620712050015133
96,-0.8043192988752318
97,-1.381213475076178
98,-0.4531663220572644
99,2.049879773783123
100,2.5325075387934524
101,-0.8942698151044647
102,-1.2082317130968838
103,-0.435868145859335
104,1.1053993533761766
105,-1.1381740994952696
106,-0.9868150577633871
107,-0.33380890629155147
108,1.6572111740901252
109,1.1183729855246238
110,0.20502928227395023
111,0.3944443116412773
112,1.3371949144284307
113,0.788842728954068
114,-0.8276718367424365
115,-0.4825732215937445
116,-0.9219468970211518
117,0.2456799963390841
118,0.3070885218417337
119,-1.214286074766159
120,2.5325075387934524
121,1.4427137892358004
122,0.19724510298488168
123,-0.571658829013081
124,-0.31910545652331135
125,0.296709616122976
126,-1.2705051474094298
127,1.8405718417881771
128,0.15140493606036876
129,-0.48170831278384807
130,-1.081955026851999
131,-0.8908101798648789
132,1.3337352791888448
133,-0.1703411412211184
134,0.7620305558472773
135,0.07788768721916875
136,-1.2186106188156414
137,-0.9444345260784601
138,-0.2784547424581773
139,2.186535365746765
140,-0.7316669588439282
141,1.111453715045452
142,-0.2940231010363138
143,0.2249221849015688
144,-1.063791941844173
145,-0.9617327022763895
146,-1.1035777470994108
147,2.0706375852206387
148,-0.22915494029407849
149,-0.9107030824924978
150,-1.122605740917133
151,2.5325075387934524
152,0.3131428835110091
153,-0.5690641025833917
154,0.05021060530248165
155,2.5325075387934524
156,0.3529286887662466
157,-0.40300161108326904
158,-0.5509010175755656
159,-0.062227539984059506
160,-0.9107030824924978
161,0.11853840128430303
162,0.40309339974024183
163,-0.48084340397395153
164,-0.6382568073751093
165,-0.527548479708361
166,0.7507867413186233
167,-1.0534130361254153
168,0.009559891237347759
169,0.8865774244723693
170,-0.9271363498805306
171,-0.29229328341652083
172,-1.0240061365889355
173,1.1002099005167976
174,-0.9773010608545261
175,-0.4825732215937445
176,1.585423742868718
177,-0.7835614874377165
178,-0.46786977182550454
179,-0.2819143776977632
180,-1.0577375801748978
181,-0.7109091474064129
182,-0.3865683436952362
183,2.5325075387934524
184,-0.9340556203597025
185,2.1649126454993537
186,2.5325075387934524
187,-0.5050608506510528
188,-0.7593440407606152
189,1.0664784569308354
190,-1.2324491597739848
191,-0.19282877027842668
192,-1.0793603004223098
193,1.6710497150484682
194,2.5325075387934524
195,-1.4158098274720368
196,-0.8328612896018153
197,-1.2445578831125355
198,1.058694277641767
199,-0.9928694194326625
200,2.5325075387934524
201,-0.28537401293734904
202,-0.04838899902571595
203,-0.6564198923829352
204,0.311413065891216
205,-0.11585188619764077
206,0.5803997057690184
207,0.08913150174782279
208,-0.8458349217502623
209,-0.15131314740339602
210,-0.15217805621329258
211,-0.44538214276819627
212,-0.2672109279295233
213,0.2828710751646325
214,-0.8389156512710905
215,-0.040604819736647806
216,-0.498141580171881
217,0.15745929772964418
218,0.5691558912403644
219,0.605482061256016
220,-0.4185699696614055
